Flow 1_123 -- 0.0 -- 68000.0 -- [(306, 4881), (1, 3070001), (2, 3090001), (3, 3110001), (137, 5009)]
Flow 1_124 -- 0.0 -- 68000.0 -- [(306, 4921), (1, 3095001), (2, 3115001), (3, 3135001), (137, 5049)]
Flow 1_125 -- 0.0 -- 68000.0 -- [(306, 4961), (1, 3120001), (2, 3140001), (3, 3160001), (137, 5089)]
Flow 1_126 -- 0.0 -- 68000.0 -- [(306, 5001), (1, 3145001), (2, 3165001), (3, 3185001), (137, 5129)]
Flow 1_127 -- 0.0 -- 68000.0 -- [(306, 5041), (1, 3170001), (2, 3190001), (3, 3210001), (137, 5169)]
Flow 1_128 -- 0.0 -- 68000.0 -- [(306, 5081), (1, 3195001), (2, 3215001), (3, 3235001), (137, 5209)]
Flow 1_129 -- 0.0 -- 68000.0 -- [(306, 5121), (1, 3220001), (2, 3240001), (3, 3260001), (137, 5249)]
Flow 1_130 -- 0.0 -- 68000.0 -- [(306, 5161), (1, 3245001), (2, 3265001), (3, 3285001), (137, 5289)]
Flow 1_131 -- 0.0 -- 68000.0 -- [(306, 5201), (1, 3270001), (2, 3290001), (3, 3310001), (137, 5329)]
Flow 1_132 -- 0.0 -- 68000.0 -- [(306, 5241), (1, 3295001), (2, 3315001), (3, 3335001), (137, 5369)]
Flow 1_133 -- 0.0 -- 68000.0 -- [(306, 5281), (1, 3320001), (2, 3340001), (3, 3360001), (137, 5409)]
Flow 1_134 -- 0.0 -- 68000.0 -- [(306, 5321), (1, 3345001), (2, 3365001), (3, 3385001), (137, 5449)]
Flow 1_135 -- 0.0 -- 68000.0 -- [(306, 5361), (1, 3370001), (2, 3390001), (3, 3410001), (137, 5489)]
Flow 1_136 -- 0.0 -- 68000.0 -- [(306, 5401), (1, 3395001), (2, 3415001), (3, 3435001), (137, 5529)]
Flow 1_137 -- 0.0 -- 68000.0 -- [(306, 5441), (1, 3420001), (2, 3440001), (3, 3460001), (137, 5569)]
Flow 1_138 -- 0.0 -- 68000.0 -- [(306, 5481), (1, 3445001), (2, 3465001), (3, 3485001), (137, 5609)]
Flow 1_139 -- 0.0 -- 68000.0 -- [(306, 5521), (1, 3470001), (2, 3490001), (3, 3510001), (137, 5649)]
Flow 1_140 -- 0.0 -- 68000.0 -- [(306, 5561), (1, 3495001), (2, 3515001), (3, 3535001), (137, 5689)]
Flow 1_141 -- 0.0 -- 68000.0 -- [(306, 5601), (1, 3520001), (2, 3540001), (3, 3560001), (137, 5729)]
