interface,traffic_troughput,network_troughput,waste_troughput
1,13841.976,13893.6,0.3715667645534635
2,13841.976,13893.6,0.3715667645534635
3,13841.976,13893.6,0.3715667645534635
61,130.024,132.0,1.496969696969697
484,128.976,130.56,1.213235294117647
220,128.696,130.32,1.2461632903621853
349,126.552,128.64,1.623134328358209
297,125.112,125.52,0.32504780114722753
285,123.832,124.16,0.26417525773195877
564,123.352,123.44,0.0712896953985742
444,122.4,122.48,0.06531678641410843
190,121.568,123.12,1.2605588044184535
445,120.768,122.88,1.71875
13,120.216,122.4,1.7843137254901962
184,118.248,119.76,1.2625250501002003
601,118.064,120.24,1.8097139055222888
210,115.84,116.0,0.13793103448275862
102,113.592,113.84,0.21784961349262122
60,111.016,111.44,0.38047379755922467
418,110.992,113.52,2.2269203664552504
117,110.696,111.04,0.30979827089337175
16,109.408,111.36,1.7528735632183907
345,108.664,108.88,0.19838354151359294
7,108.12,109.68,1.4223194748358863
544,107.768,108.96,1.0939794419970632
99,106.6,106.8,0.18726591760299627
493,106.16,108.24,1.9216555801921655
180,106.152,106.64,0.4576144036009002
171,105.928,106.08,0.14328808446455504
379,105.192,106.56,1.2837837837837838
208,105.152,107.04,1.7638266068759343
460,105.04,107.28,2.087994034302759
376,102.624,105.12,2.374429223744292
406,102.192,104.16,1.8894009216589862
546,102.008,102.48,0.4605776736924278
478,101.864,104.16,2.204301075268817
93,101.752,101.92,0.16483516483516483
123,101.392,101.6,0.2047244094488189
420,101.144,101.36,0.21310181531176006
267,100.816,100.96,0.14263074484944532
258,100.648,101.04,0.38796516231195566
202,100.576,102.48,1.8579234972677596
196,100.52,102.24,1.6823161189358373
502,100.256,102.48,2.1701795472287277
541,100.064,101.52,1.434200157604413
513,99.896,100.32,0.4226475279106858
199,99.824,102.72,2.8193146417445485
111,98.88,99.12,0.24213075060532688
313,98.848,100.8,1.9365079365079365
31,98.584,100.08,1.4948041566746604
75,98.496,98.88,0.3883495145631068
370,98.304,100.32,2.0095693779904304
88,97.608,99.36,1.7632850241545894
597,97.576,98.0,0.4326530612244898
243,96.968,97.2,0.23868312757201646
37,96.216,98.16,1.980440097799511
91,96.072,97.2,1.1604938271604939
561,96.056,96.24,0.19118869492934332
87,95.152,95.28,0.1343408900083963
471,94.664,94.88,0.22765598650927488
537,94.168,94.32,0.16115351993214588
279,94.08,94.64,0.591715976331361
577,92.928,94.32,1.4758269720101782
181,92.84,94.56,1.8189509306260576
213,92.656,92.88,0.24117140396210163
229,91.376,93.12,1.872852233676976
327,91.296,91.44,0.15748031496062992
58,91.08,92.64,1.6839378238341969
427,90.936,92.88,2.0930232558139537
594,90.696,90.8,0.1145374449339207
193,90.672,91.92,1.3577023498694516
282,90.248,90.4,0.168141592920354
81,89.872,90.08,0.23090586145648312
399,89.608,89.92,0.3469750889679715
216,89.32,89.52,0.22341376228775692
436,89.232,90.48,1.3793103448275863
517,89.08,91.2,2.324561403508772
9,88.664,88.8,0.15315315315315314
325,88.592,89.76,1.3012477718360071
357,88.504,88.8,0.3333333333333333
516,88.312,88.4,0.09954751131221719
70,88.064,90.24,2.4113475177304964
366,87.784,88.32,0.6068840579710145
294,87.784,88.0,0.24545454545454545
49,87.536,89.04,1.6891284815813117
46,87.48,89.04,1.752021563342318
543,87.424,87.76,0.3828623518687329
475,87.072,88.56,1.6802168021680217
126,86.992,87.28,0.32997250229147573
316,86.952,88.8,2.081081081081081
586,86.144,88.08,2.198001816530427
259,85.912,87.6,1.9269406392694064
309,85.832,86.16,0.3806870937790158
219,85.8,86.4,0.6944444444444444
303,85.472,85.84,0.42870456663560114
261,85.384,85.6,0.2523364485981308
333,85.272,85.52,0.2899906454630496
276,85.112,85.36,0.29053420805998126
22,84.8,86.64,2.123730378578024
583,83.952,85.92,2.2905027932960893
315,83.664,84.08,0.49476688867745006
241,83.616,85.2,1.8591549295774648
105,83.488,83.84,0.4198473282442748
462,83.168,83.44,0.3259827420901246
522,83.08,83.68,0.7170172084130019
39,83.072,83.36,0.345489443378119
67,82.88,84.96,2.4482109227871938
129,82.768,83.12,0.42348411934552455
262,82.608,84.72,2.492917847025496
72,82.064,82.32,0.3109815354713314
364,82.024,83.52,1.7911877394636015
480,82.016,82.16,0.17526777020447906
393,81.904,82.16,0.31158714703018503
145,81.688,82.8,1.3429951690821256
367,81.376,83.04,2.003853564547206
247,81.376,82.56,1.434108527131783
169,81.176,82.8,1.961352657004831
477,81.04,81.12,0.09861932938856016
588,81.032,81.2,0.20689655172413793
139,80.816,82.32,1.8270165208940718
474,80.728,80.88,0.18793273986152326
567,80.72,80.96,0.2964426877470356
429,80.648,81.04,0.4837117472852912
402,80.536,80.64,0.12896825396825398
490,80.392,82.08,2.056530214424951
496,80.144,81.36,1.494591937069813
211,79.752,80.88,1.3946587537091988
397,79.552,80.88,1.641938674579624
82,79.376,80.64,1.5674603174603174
417,79.072,79.28,0.2623612512613522
124,78.968,80.4,1.7810945273631842
291,78.952,79.2,0.31313131313131315
109,78.952,80.64,2.0932539682539684
141,78.792,78.96,0.2127659574468085
187,78.536,80.4,2.318407960199005
498,78.504,78.64,0.17293997965412003
106,78.344,79.92,1.971971971971972
307,78.336,80.16,2.2754491017964074
246,78.136,78.4,0.336734693877551
138,77.568,77.92,0.4517453798767967
237,77.368,77.68,0.4016477857878476
24,77.272,77.52,0.31991744066047473
172,77.184,78.96,2.2492401215805473
274,77.168,78.0,1.0666666666666667
598,77.072,78.48,1.7940876656472986
298,76.976,78.72,2.2154471544715446
505,76.4,77.52,1.4447884416924666
507,76.168,76.4,0.3036649214659686
73,75.848,77.04,1.5472481827622016
154,75.8,77.76,2.5205761316872426
226,75.768,77.28,1.9565217391304348
45,75.432,75.76,0.43294614572333684
156,75.288,75.52,0.3072033898305085
324,75.248,75.36,0.14861995753715498
120,75.112,75.36,0.32908704883227174
549,75.016,75.28,0.35069075451647186
64,74.936,76.32,1.8134171907756813
103,74.904,75.84,1.2341772151898733
108,74.696,74.96,0.35218783351120597
495,74.456,74.8,0.45989304812834225
351,74.368,74.48,0.15037593984962405
360,74.344,74.4,0.07526881720430108
250,74.152,75.12,1.288604898828541
163,74.096,74.88,1.047008547008547
12,73.448,73.6,0.20652173913043478
165,73.408,73.68,0.3691639522258415
523,73.2,75.12,2.5559105431309903
570,73.128,73.28,0.2074235807860262
534,73.032,73.12,0.12035010940919037
69,72.896,73.04,0.19715224534501644
573,72.712,73.04,0.44906900328587074
295,72.616,74.88,3.0235042735042734
514,72.28,73.2,1.2568306010928962
450,72.12,72.24,0.16611295681063123
234,72.104,72.4,0.4088397790055249
525,71.728,72.0,0.37777777777777777
378,71.656,71.76,0.14492753623188406
207,71.504,71.68,0.24553571428571427
385,71.384,72.48,1.5121412803532008
336,71.32,71.76,0.6131549609810479
159,71.192,71.44,0.3471444568868981
591,71.024,71.28,0.35914702581369246
136,70.752,72.24,2.0598006644518274
280,70.36,72.0,2.2777777777777777
142,70.192,70.8,0.8587570621468926
346,70.096,71.04,1.3288288288288288
526,69.824,71.76,2.697881828316611
412,69.648,71.04,1.9594594594594594
178,69.52,70.8,1.807909604519774
18,69.208,69.52,0.4487917146144994
562,69.144,70.08,1.3356164383561644
100,68.744,70.08,1.9063926940639269
144,68.736,68.96,0.3248259860788863
66,68.672,69.04,0.5330243337195828
36,68.592,68.88,0.4181184668989547
331,68.52,69.84,1.8900343642611683
214,68.52,70.56,2.891156462585034
289,68.296,70.8,3.536723163841808
238,67.432,69.12,2.4421296296296298
318,67.352,67.6,0.3668639053254438
270,67.128,67.44,0.4626334519572954
580,67.104,68.64,2.237762237762238
538,67.088,68.64,2.261072261072261
600,67.064,67.36,0.43942992874109266
504,66.632,67.12,0.7270560190703218
256,66.416,67.92,2.214369846878681
166,66.232,68.16,2.828638497652582
310,66.168,67.44,1.886120996441281
550,66.104,67.68,2.3286052009456264
352,66.04,67.92,2.767962308598351
487,65.944,67.2,1.869047619047619
355,65.944,67.44,2.2182680901542113
217,65.936,67.68,2.5768321513002364
334,65.928,67.92,2.932862190812721
244,65.792,67.2,2.0952380952380953
286,65.664,66.72,1.5827338129496402
21,65.504,65.76,0.38929440389294406
300,65.504,65.6,0.14634146341463414
240,65.496,65.68,0.2801461632155907
304,65.368,66.96,2.3775388291517325
558,65.264,65.6,0.5121951219512195
94,65.256,66.48,1.8411552346570397
439,65.208,66.48,1.9133574007220218
459,65.2,65.36,0.24479804161566707
115,65.16,66.24,1.6304347826086956
51,65.136,65.44,0.46454767726161367
373,65.024,66.72,2.5419664268585134
453,64.88,65.2,0.49079754601226994
361,64.72,66.24,2.2946859903381642
595,64.552,65.04,0.7503075030750308
283,64.2,65.52,2.0146520146520146
381,64.088,64.4,0.484472049689441
10,64.0,65.04,1.5990159901599017
231,63.92,64.24,0.49813200498132004
571,63.896,65.04,1.7589175891758917
481,63.688,64.8,1.7160493827160495
394,63.624,64.8,1.8148148148148149
372,63.496,63.92,0.6633291614518148
6,63.496,63.6,0.16352201257861634
391,63.208,64.56,2.094175960346964
135,63.112,63.28,0.26548672566371684
423,62.984,63.28,0.46776232616940583
265,62.688,64.08,2.1722846441947565
451,62.632,63.6,1.5220125786163523
264,62.496,62.64,0.22988505747126436
148,62.448,64.08,2.546816479400749
79,62.36,63.84,2.318295739348371
201,62.336,62.56,0.35805626598465473
403,62.192,63.36,1.8434343434343434
396,62.176,62.48,0.48655569782330343
468,62.056,62.48,0.678617157490397
499,61.992,63.36,2.159090909090909
363,61.8,62.0,0.3225806451612903
252,61.648,61.76,0.18134715025906736
501,61.544,62.0,0.7354838709677419
435,61.504,61.68,0.2853437094682231
319,61.456,62.64,1.8901660280970627
175,61.408,63.6,3.4465408805031448
228,60.96,61.12,0.2617801047120419
340,60.96,61.68,1.1673151750972763
387,60.92,61.36,0.7170795306388527
469,60.696,62.16,2.3552123552123554
57,60.664,61.12,0.7460732984293194
483,60.456,60.56,0.17173051519154559
535,60.432,62.16,2.77992277992278
25,60.312,61.44,1.8359375
85,60.288,61.92,2.635658914728682
547,60.152,60.72,0.9354413702239789
405,59.96,60.24,0.4648074369189907
454,59.904,60.72,1.3438735177865613
271,59.744,60.96,1.994750656167979
63,59.616,59.84,0.37433155080213903
33,59.216,59.52,0.510752688172043
438,59.184,59.28,0.16194331983805668
52,59.152,60.48,2.195767195767196
27,59.12,59.36,0.40431266846361186
232,58.76,60.0,2.066666666666667
177,58.624,59.04,0.7046070460704607
465,58.216,58.56,0.587431693989071
408,57.856,58.08,0.3856749311294766
375,57.704,57.92,0.3729281767955801
411,57.184,57.36,0.3068340306834031
292,57.144,59.52,3.9919354838709675
168,57.12,57.44,0.5571030640668524
301,56.976,58.8,3.1020408163265305
486,56.968,57.12,0.2661064425770308
43,56.888,57.84,1.6459197786998616
369,56.696,56.96,0.46348314606741575
118,56.48,58.08,2.7548209366391183
90,56.44,56.64,0.3531073446327684
48,56.016,56.16,0.2564102564102564
198,55.992,56.16,0.29914529914529914
253,55.936,57.36,2.482566248256625
508,55.792,56.88,1.9127988748241913
235,55.776,57.12,2.3529411764705883
147,55.6,55.92,0.5722460658082976
540,55.52,55.84,0.5730659025787965
603,55.48,56.0,0.9285714285714286
409,55.024,56.16,2.022792022792023
76,54.8,55.92,2.0028612303290414
426,54.728,55.12,0.7111756168359942
400,54.528,55.68,2.0689655172413794
312,54.152,54.24,0.16224188790560473
519,53.936,54.08,0.26627218934911245
555,53.928,54.16,0.42836041358936483
225,53.792,54.0,0.3851851851851852
249,53.776,53.92,0.26706231454005935
342,53.408,53.6,0.3582089552238806
153,53.384,53.84,0.8469539375928677
532,53.352,54.72,2.5
174,52.96,53.28,0.6006006006006006
520,52.696,54.0,2.414814814814815
528,52.624,53.04,0.7843137254901961
205,52.496,53.28,1.4714714714714714
442,52.392,53.52,2.10762331838565
130,52.184,54.24,3.7905604719764012
432,51.04,51.6,1.0852713178294573
114,50.912,51.04,0.2507836990595611
204,50.328,50.4,0.14285714285714285
4,50.04,51.6,3.0232558139534884
565,49.848,51.84,3.8425925925925926
321,49.736,50.0,0.528
531,49.728,50.16,0.861244019138756
343,49.224,51.12,3.708920187793427
384,49.224,49.52,0.5977382875605816
424,48.776,50.16,2.759170653907496
579,48.648,48.88,0.4746317512274959
358,48.568,50.16,3.1738437001594897
151,48.552,50.64,4.123222748815166
255,48.52,48.8,0.5737704918032787
322,48.488,50.16,3.3333333333333335
112,48.488,49.44,1.9255663430420713
559,48.352,49.44,2.2006472491909386
15,48.152,48.4,0.512396694214876
162,47.456,47.6,0.3025210084033613
448,47.352,48.24,1.8407960199004976
576,47.288,47.52,0.4882154882154882
34,46.68,48.0,2.75
127,46.64,47.76,2.3450586264656614
