interface,traffic_troughput,network_troughput,waste_troughput
1,13888.752,14043.84,1.1043133501948186
2,13888.752,14043.84,1.1043133501948186
3,13888.752,14043.84,1.1043133501948186
307,139.968,144.0,2.8
65,139.728,143.04,2.315436241610738
508,135.832,139.2,2.4195402298850577
31,134.552,137.76,2.328687572590012
71,132.288,135.36,2.269503546099291
253,131.52,134.88,2.491103202846975
203,130.768,133.92,2.3536439665471924
446,124.32,126.72,1.893939393939394
59,119.16,122.4,2.6470588235294117
118,118.968,122.4,2.803921568627451
4,118.824,121.92,2.5393700787401574
401,116.928,119.52,2.1686746987951806
217,116.528,121.44,4.044795783926219
368,115.12,118.08,2.5067750677506777
178,114.848,118.56,3.1309041835357623
536,114.216,117.6,2.877551020408163
362,114.176,117.6,2.9115646258503403
598,110.768,114.24,3.0392156862745097
392,109.712,113.28,3.1497175141242937
506,109.432,113.76,3.8045007032348805
340,108.536,111.36,2.535919540229885
455,108.4,112.8,3.900709219858156
454,108.272,111.36,2.7729885057471266
532,107.624,111.84,3.7696709585121604
290,105.208,108.0,2.585185185185185
194,104.656,108.96,3.9500734214390603
61,104.64,107.52,2.6785714285714284
599,103.176,105.6,2.2954545454545454
301,102.872,105.6,2.5833333333333335
154,102.736,105.6,2.712121212121212
421,102.68,105.12,2.321156773211568
304,101.056,104.16,2.9800307219662057
265,100.904,103.68,2.677469135802469
88,100.28,103.68,3.279320987654321
422,99.888,102.24,2.300469483568075
415,99.864,103.2,3.2325581395348837
521,99.512,102.72,3.1230529595015577
383,99.464,102.72,3.1697819314641746
293,99.272,103.2,3.806201550387597
139,99.208,102.72,3.4190031152647977
106,98.792,103.2,4.271317829457364
239,98.456,101.28,2.788309636650869
272,98.424,100.32,1.8899521531100478
556,98.056,99.84,1.7868589743589745
133,97.92,100.32,2.3923444976076556
484,97.792,99.84,2.051282051282051
332,97.368,100.8,3.4047619047619047
323,97.256,101.28,3.9731437598736177
250,97.248,99.36,2.1256038647342996
68,97.184,100.8,3.5873015873015874
175,96.904,100.32,3.405103668261563
359,96.592,99.84,3.253205128205128
406,96.008,98.4,2.430894308943089
103,96.008,98.4,2.430894308943089
553,95.872,99.36,3.5104669887278583
547,95.568,98.88,3.349514563106796
283,94.344,97.92,3.6519607843137254
565,94.0,96.96,3.052805280528053
157,93.368,96.0,2.7416666666666667
481,93.304,95.52,2.319932998324958
46,92.424,96.0,3.725
208,91.744,95.04,3.468013468013468
28,91.56,94.56,3.1725888324873095
148,91.496,94.08,2.746598639455782
367,91.224,93.6,2.5384615384615383
494,91.16,94.08,3.1037414965986394
469,90.848,93.12,2.4398625429553267
425,90.816,94.08,3.4693877551020407
412,90.632,92.64,2.167530224525043
160,90.592,93.12,2.7147766323024056
328,90.576,92.64,2.227979274611399
550,90.28,92.64,2.547495682210708
173,90.272,92.64,2.5561312607944733
13,90.024,92.64,2.8238341968911915
376,90.016,93.12,3.3333333333333335
511,89.696,92.16,2.673611111111111
223,89.68,92.64,3.1951640759930915
463,89.384,91.68,2.5043630017452005
67,89.24,92.16,3.1684027777777777
350,89.088,91.68,2.8272251308900525
602,88.928,90.72,1.9753086419753085
170,87.656,89.76,2.344028520499109
487,87.392,90.24,3.1560283687943262
98,87.184,89.76,2.8698752228163995
104,86.872,90.24,3.732269503546099
560,86.776,89.76,3.3244206773618536
259,86.664,89.28,2.9301075268817205
92,85.92,88.32,2.717391304347826
43,85.52,88.8,3.6936936936936937
365,85.392,87.84,2.7868852459016393
244,84.992,88.32,3.7681159420289854
151,84.6,87.36,3.159340659340659
382,84.472,86.88,2.7716390423572745
181,84.456,85.92,1.7039106145251397
122,84.424,86.88,2.826887661141805
35,84.184,86.88,3.103130755064457
374,84.176,87.84,4.171220400728598
464,84.168,87.36,3.6538461538461537
167,83.936,86.88,3.3885819521178635
34,83.336,84.96,1.911487758945386
589,82.968,84.96,2.3446327683615817
400,82.608,85.44,3.3146067415730336
434,82.48,84.96,2.919020715630885
440,82.44,84.48,2.414772727272727
356,82.304,85.92,4.208566108007449
