interface,traffic_troughput,network_troughput,waste_troughput
1,2521.296,2521.296,0.0
2,2521.296,2521.296,0.0
3,2521.296,2521.296,0.0
352,22.656,22.872,0.944386149003148
336,21.512,21.744,1.0669610007358352
28,20.76,20.904,0.6888633754305397
159,20.312,20.496,0.897736143637783
321,20.24,20.424,0.9009009009009009
13,19.976,20.136,0.7945967421533572
138,19.928,20.16,1.1507936507936507
400,19.888,20.064,0.8771929824561403
147,19.664,19.896,1.1660635303578608
156,19.616,19.848,1.1688835147118097
105,19.56,19.776,1.0922330097087378
92,19.408,19.584,0.8986928104575164
196,19.32,19.44,0.6172839506172839
384,19.16,19.296,0.7048092868988391
403,19.112,19.296,0.9535655058043118
69,18.928,19.104,0.9212730318257957
160,18.824,18.984,0.8428150021070375
165,18.696,18.864,0.8905852417302799
359,18.632,18.768,0.7246376811594203
204,18.624,18.744,0.6402048655569782
401,18.512,18.648,0.7293007293007293
194,18.24,18.36,0.6535947712418301
387,18.216,18.336,0.6544502617801047
201,18.2,18.336,0.7417102966841187
95,18.136,18.264,0.700832238282961
230,18.072,18.24,0.9210526315789473
67,17.952,18.12,0.9271523178807947
332,17.928,18.096,0.9283819628647215
172,17.792,17.976,1.023587004895416
372,17.76,17.904,0.8042895442359249
366,17.64,17.832,1.0767160161507403
249,17.52,17.664,0.8152173913043478
61,17.512,17.688,0.9950248756218906
186,17.432,17.616,1.044504995458674
128,17.376,17.544,0.957592339261286
382,17.376,17.544,0.957592339261286
354,17.368,17.52,0.867579908675799
300,17.168,17.304,0.7859454461396209
393,17.096,17.256,0.9272137227630969
33,17.08,17.208,0.7438400743840075
162,17.048,17.232,1.0677808727948004
178,16.984,17.064,0.46882325363338023
291,16.92,17.064,0.8438818565400844
15,16.896,17.016,0.7052186177715092
11,16.872,17.04,0.9859154929577465
26,16.848,16.992,0.847457627118644
283,16.808,16.968,0.9429514380009429
181,16.752,16.896,0.8522727272727273
296,16.744,16.848,0.6172839506172839
55,16.712,16.848,0.8072174738841406
234,16.616,16.704,0.5268199233716475
38,16.584,16.728,0.860832137733142
221,16.584,16.776,1.1444921316165952
109,16.52,16.656,0.8165225744476465
104,16.52,16.632,0.6734006734006734
305,16.464,16.56,0.5797101449275363
253,16.4,16.56,0.966183574879227
269,16.328,16.488,0.970402717127608
135,16.16,16.296,0.8345606283750614
236,16.144,16.296,0.9327442317133039
88,16.144,16.32,1.0784313725490196
206,16.056,16.176,0.7418397626112759
369,16.032,16.176,0.8902077151335311
150,16.024,16.176,0.9396636993076162
328,15.984,16.104,0.7451564828614009
164,15.984,16.104,0.7451564828614009
294,15.976,16.104,0.7948335817188277
75,15.976,16.104,0.7948335817188277
98,15.88,16.032,0.9481037924151696
334,15.864,15.984,0.7507507507507507
310,15.736,15.912,1.1060834590246356
49,15.704,15.84,0.8585858585858586
264,15.624,15.768,0.91324200913242
320,15.584,15.72,0.8651399491094147
285,15.52,15.672,0.9698825931597754
100,15.36,15.528,1.0819165378670788
177,15.352,15.432,0.5184033177812338
276,15.328,15.48,0.9819121447028424
273,15.328,15.456,0.8281573498964804
189,15.264,15.384,0.7800312012480499
190,15.168,15.312,0.9404388714733543
385,15.144,15.312,1.09717868338558
63,15.136,15.264,0.8385744234800838
263,15.128,15.312,1.2016718913270636
161,15.12,15.336,1.408450704225352
34,15.112,15.24,0.8398950131233596
44,15.104,15.216,0.7360672975814931
324,15.096,15.264,1.10062893081761
358,15.048,15.24,1.2598425196850394
65,15.024,15.12,0.6349206349206349
14,15.024,15.168,0.9493670886075949
356,15.0,15.144,0.9508716323296355
12,14.992,15.168,1.160337552742616
25,14.992,15.168,1.160337552742616
246,14.96,15.096,0.9009009009009009
394,14.896,15.072,1.167728237791932
228,14.88,14.976,0.6410256410256411
367,14.856,14.928,0.48231511254019294
248,14.832,14.952,0.8025682182985554
149,14.816,14.952,0.9095773140716961
365,14.776,14.928,1.0182207931404073
97,14.744,14.856,0.7539041464728056
293,14.736,14.856,0.8077544426494345
270,14.728,14.832,0.7011866235167206
313,14.68,14.856,1.1847065158858374
195,14.672,14.832,1.0787486515641855
30,14.656,14.832,1.186623516720604
229,14.632,14.808,1.1885467314964884
220,14.616,14.736,0.8143322475570033
357,14.592,14.712,0.8156606851549756
77,14.552,14.688,0.9259259259259259
168,14.552,14.688,0.9259259259259259
27,14.48,14.616,0.9304871373836892
261,14.432,14.568,0.9335529928610653
341,14.432,14.592,1.0964912280701755
86,14.424,14.568,0.9884678747940692
239,14.416,14.544,0.8800880088008801
46,14.416,14.52,0.7162534435261708
58,14.4,14.544,0.9900990099009901
231,14.384,14.544,1.1001100110011002
371,14.368,14.472,0.718629076838032
391,14.288,14.424,0.9428729894620078
133,14.28,14.4,0.8333333333333334
102,14.28,14.4,0.8333333333333334
254,14.248,14.376,0.8903728436282693
348,14.224,14.376,1.05731775180857
163,14.224,14.352,0.8918617614269788
123,14.2,14.376,1.2242626599888704
381,14.176,14.256,0.5611672278338945
280,14.16,14.28,0.8403361344537815
399,14.16,14.352,1.3377926421404682
96,14.128,14.256,0.8978675645342312
378,14.112,14.232,0.8431703204047217
121,14.104,14.208,0.7319819819819819
101,14.024,14.136,0.7923033389926429
29,14.008,14.136,0.9054895302773062
35,13.944,14.088,1.0221465076660987
380,13.944,14.088,1.0221465076660987
329,13.896,14.016,0.8561643835616438
118,13.872,14.04,1.1965811965811965
19,13.864,13.992,0.9148084619782733
18,13.856,13.944,0.6310958118187033
364,13.824,13.944,0.8605851979345955
373,13.8,13.896,0.690846286701209
297,13.696,13.824,0.9259259259259259
145,13.696,13.824,0.9259259259259259
217,13.648,13.752,0.7562536358347877
395,13.624,13.728,0.7575757575757576
237,13.616,13.728,0.8158508158508159
78,13.584,13.704,0.8756567425569177
94,13.536,13.68,1.0526315789473684
36,13.512,13.656,1.054481546572935
361,13.504,13.632,0.9389671361502347
5,13.496,13.608,0.823045267489712
71,13.496,13.656,1.1716461628588166
32,13.48,13.608,0.940623162845385
272,13.456,13.56,0.7669616519174042
316,13.44,13.56,0.8849557522123894
309,13.416,13.488,0.5338078291814946
247,13.416,13.536,0.8865248226950354
131,13.416,13.536,0.8865248226950354
