interface,traffic_troughput,network_troughput,waste_troughput
1,13989.536,14042.88,0.37986509889709236
2,13989.536,14042.88,0.37986509889709236
3,13989.536,14042.88,0.37986509889709236
91,160.536,163.44,1.776798825256975
291,151.912,153.84,1.2532501300052001
339,147.608,149.52,1.2787586944890317
30,146.432,148.8,1.5913978494623655
213,139.04,140.64,1.1376564277588168
188,135.456,137.76,1.6724738675958188
290,135.144,137.28,1.555944055944056
206,129.304,131.28,1.5051797684338817
178,128.232,130.8,1.963302752293578
224,127.344,129.6,1.7407407407407407
272,125.376,127.92,1.9887429643527204
248,120.016,122.4,1.9477124183006536
23,115.688,117.36,1.4246762099522836
85,114.632,116.4,1.5189003436426116
375,113.912,115.68,1.5283540802213
264,113.896,115.68,1.5421853388658369
125,113.208,115.68,2.136929460580913
37,112.232,114.48,1.9636617749825298
29,110.104,111.84,1.552217453505007
181,110.04,112.08,1.8201284796573876
168,109.84,110.88,0.937950937950938
56,108.016,109.68,1.5171407731582787
215,107.976,110.4,2.1956521739130435
348,107.616,109.44,1.6666666666666667
306,107.192,108.96,1.6226138032305433
132,106.104,107.52,1.3169642857142858
129,103.992,105.84,1.746031746031746
360,103.976,104.88,0.8619374523264683
401,103.496,104.88,1.3196033562166285
134,103.464,105.12,1.5753424657534247
393,102.704,104.88,2.074752097635393
383,102.0,104.4,2.2988505747126435
232,101.968,103.44,1.423047177107502
196,101.704,103.92,2.132409545804465
251,100.632,102.48,1.8032786885245902
203,100.264,101.76,1.470125786163522
280,100.256,101.52,1.2450748620961387
101,100.24,101.52,1.260835303388495
42,100.088,103.2,3.0155038759689923
89,100.064,101.52,1.434200157604413
252,99.832,101.52,1.6627265563435776
298,99.696,101.04,1.330166270783848
296,99.376,101.04,1.6468725257323833
140,98.48,99.84,1.3621794871794872
156,98.296,99.84,1.546474358974359
116,97.64,99.12,1.4931396287328491
198,97.392,99.12,1.7433414043583535
231,96.96,98.88,1.941747572815534
192,96.472,98.4,1.9593495934959348
289,96.176,98.4,2.2601626016260163
185,95.976,97.68,1.7444717444717446
67,95.44,97.2,1.8106995884773662
219,95.368,96.96,1.641914191419142
58,95.296,97.44,2.200328407224959
385,94.576,96.24,1.7290108063175396
72,94.512,96.48,2.0398009950248754
100,94.064,95.52,1.5242881072026802
121,93.736,95.52,1.8676716917922949
131,93.608,96.0,2.4916666666666667
278,93.432,96.0,2.675
307,93.144,95.28,2.2418136020151134
330,92.8,94.32,1.6115351993214588
4,92.76,94.32,1.6539440203562341
138,92.336,94.32,2.1034775233248517
210,92.056,93.6,1.6495726495726495
55,91.776,93.84,2.1994884910485935
240,91.704,93.12,1.5206185567010309
64,91.368,92.88,1.627906976744186
180,90.936,91.92,1.0704960835509139
359,90.832,92.88,2.2049956933677866
322,90.696,92.64,2.098445595854922
187,90.32,92.16,1.9965277777777777
11,90.304,91.92,1.7580504786771105
287,89.776,91.44,1.8197725284339457
173,89.736,91.44,1.863517060367454
344,89.704,90.48,0.8576480990274093
47,89.448,90.72,1.402116402116402
235,89.328,90.96,1.7941952506596306
96,89.24,91.2,2.1491228070175437
16,89.192,91.2,2.2017543859649122
69,88.168,90.0,2.0355555555555553
315,88.16,89.28,1.2544802867383513
22,87.968,90.0,2.2577777777777777
281,87.856,89.52,1.8588025022341377
376,87.832,89.52,1.8856121537086685
174,87.776,89.04,1.4195867026055706
159,87.736,89.04,1.4645103324348607
183,87.712,89.52,2.0196604110813228
254,87.384,89.52,2.386058981233244
263,86.96,88.56,1.8066847335140017
244,86.952,87.84,1.010928961748634
293,86.016,87.36,1.5384615384615385
95,85.984,87.12,1.3039485766758494
288,85.848,87.84,2.26775956284153
75,85.064,87.12,2.359963269054178
283,84.8,85.92,1.303538175046555
325,84.432,85.68,1.4565826330532212
321,84.384,86.4,2.3333333333333335
398,84.264,86.16,2.200557103064067
220,84.232,84.96,0.8568738229755178
364,84.136,86.64,2.8901200369344413
318,84.096,85.68,1.8487394957983194
276,83.928,85.68,2.044817927170868
335,83.656,84.96,1.5348399246704332
38,83.344,84.96,1.9020715630885123
367,83.288,84.72,1.6902738432483475
7,83.232,84.72,1.7563739376770537
354,83.096,84.72,1.9169027384324835
241,83.016,85.2,2.563380281690141
340,82.984,84.96,2.3258003766478343
19,82.696,84.48,2.1117424242424243
374,82.496,84.48,2.3484848484848486
230,82.456,83.76,1.556829035339064
223,82.264,83.52,1.503831417624521
158,81.992,83.04,1.2620423892100192
200,81.952,83.76,2.1585482330468
333,81.832,83.28,1.7387127761767531
369,81.536,82.32,0.9523809523809523
94,81.2,83.04,2.2157996146435455
24,81.168,83.04,2.254335260115607
107,81.024,82.08,1.286549707602339
133,80.216,81.12,1.1143984220907297
109,79.936,81.84,2.326490713587488
189,79.408,80.88,1.8199802176063304
9,79.272,81.36,2.566371681415929
377,79.256,80.16,1.127744510978044
221,79.216,81.12,2.3471400394477318
222,79.152,80.88,2.136498516320475
149,79.08,79.92,1.0510510510510511
108,78.592,79.68,1.3654618473895583
191,78.536,80.4,2.318407960199005
166,78.32,80.16,2.2954091816367264
388,78.16,79.44,1.6112789526686808
146,77.928,78.48,0.7033639143730887
25,77.8,79.68,2.359437751004016
28,77.024,79.44,3.041289023162135
102,76.984,79.2,2.797979797979798
211,76.984,78.96,2.502532928064843
349,76.944,78.72,2.2560975609756095
12,76.944,79.2,2.8484848484848486
295,76.8,78.96,2.735562310030395
118,76.104,77.52,1.826625386996904
49,76.024,76.8,1.0104166666666667
152,75.952,78.0,2.6256410256410256
43,75.792,76.56,1.0031347962382444
303,75.704,77.76,2.6440329218106995
172,75.528,76.32,1.0377358490566038
26,75.112,77.04,2.502596053997923
226,74.992,75.84,1.1181434599156117
190,74.992,76.56,2.0480668756530824
36,74.84,76.32,1.9392033542976939
233,74.544,76.32,2.3270440251572326
212,74.336,75.6,1.6719576719576719
247,74.32,75.84,2.0042194092827006
31,74.288,75.84,2.0464135021097047
171,74.216,75.84,2.1413502109704643
402,74.128,75.36,1.634819532908705
197,74.072,76.08,2.6393270241850684
82,73.696,75.6,2.5185185185185186
294,73.616,75.12,2.0021299254526093
205,73.52,75.12,2.1299254526091587
46,73.456,75.12,2.215122470713525
170,73.44,74.64,1.607717041800643
160,73.424,75.36,2.5690021231422504
44,73.368,75.12,2.3322683706070286
5,73.336,74.88,2.0619658119658117
76,73.032,74.64,2.1543408360128615
282,72.8,74.4,2.150537634408602
110,72.768,74.4,2.193548387096774
319,72.672,74.16,2.0064724919093853
324,72.552,73.92,1.8506493506493507
334,72.416,74.4,2.6666666666666665
41,72.328,72.96,0.8662280701754386
35,72.28,74.16,2.535059331175836
77,72.12,73.44,1.7973856209150327
40,71.792,73.2,1.9234972677595628
61,71.624,73.2,2.1530054644808745
167,71.576,72.96,1.8969298245614035
285,71.472,72.72,1.716171617161716
363,71.248,72.48,1.6997792494481236
45,71.08,72.72,2.255225522552255
245,71.0,73.2,3.0054644808743167
103,70.968,72.0,1.4333333333333333
292,70.944,71.76,1.137123745819398
253,70.76,72.96,3.0153508771929824
71,70.6,72.24,2.2702104097452933
164,70.04,71.52,2.069351230425056
391,69.984,70.8,1.152542372881356
33,69.96,71.52,2.1812080536912752
336,69.944,71.76,2.530657748049052
163,69.776,71.28,2.1099887766554435
104,69.632,71.04,1.981981981981982
379,69.344,70.56,1.7233560090702948
309,69.192,70.56,1.9387755102040816
351,69.176,70.08,1.2899543378995433
53,69.12,70.32,1.7064846416382253
301,68.696,70.08,1.9748858447488584
338,68.672,70.32,2.3435722411831628
395,68.64,70.32,2.3890784982935154
389,68.496,69.84,1.9243986254295533
316,68.256,70.08,2.6027397260273974
21,67.968,68.88,1.32404181184669
305,67.824,69.84,2.88659793814433
382,67.752,69.12,1.9791666666666667
17,67.56,68.4,1.2280701754385965
242,67.536,68.64,1.6083916083916083
136,67.504,68.88,1.9976771196283392
270,67.416,68.64,1.7832167832167831
378,67.36,69.36,2.883506343713956
358,67.096,68.64,2.2494172494172493
397,67.016,68.4,2.0233918128654973
299,66.944,68.16,1.784037558685446
150,66.944,68.4,2.128654970760234
399,66.784,67.68,1.3238770685579195
151,66.648,68.16,2.2183098591549295
394,66.48,67.2,1.0714285714285714
10,66.464,68.4,2.8304093567251463
267,66.44,68.4,2.865497076023392
51,66.392,67.68,1.9030732860520094
18,66.344,67.68,1.9739952718676124
274,66.272,68.16,2.7699530516431925
273,66.064,67.68,2.3877068557919623
214,66.024,67.92,2.791519434628975
54,65.912,66.96,1.5651135005973715
356,65.664,66.72,1.5827338129496402
250,65.656,67.44,2.645314353499407
243,65.392,67.44,3.036773428232503
387,65.352,67.44,3.096085409252669
279,65.336,66.48,1.720818291215403
157,65.232,66.48,1.8772563176895307
346,65.224,66.72,2.2422062350119902
137,64.824,66.0,1.7818181818181817
83,64.512,66.0,2.2545454545454544
361,64.352,66.48,3.200962695547533
20,64.16,65.52,2.075702075702076
6,64.16,65.52,2.075702075702076
115,64.144,65.76,2.457420924574209
208,63.976,65.28,1.9975490196078431
337,63.96,65.28,2.0220588235294117
236,63.936,65.52,2.4175824175824174
229,63.896,65.52,2.4786324786324787
139,63.848,65.28,2.1936274509803924
300,63.768,66.24,3.7318840579710146
246,63.76,65.28,2.3284313725490198
86,63.64,65.28,2.5122549019607843
92,63.24,64.56,2.0446096654275094
148,63.088,64.56,2.2800495662949194
34,63.088,64.8,2.6419753086419755
320,62.768,64.56,2.775712515489467
143,62.728,63.84,1.7418546365914787
218,62.704,63.6,1.4088050314465408
142,62.624,63.6,1.5345911949685536
275,62.48,64.32,2.8606965174129355
341,61.864,62.64,1.2388250319284801
52,61.776,63.12,2.129277566539924
216,61.704,63.12,2.2433460076045626
84,61.624,63.36,2.73989898989899
81,61.4,62.4,1.6025641025641026
98,61.296,62.88,2.519083969465649
368,61.288,61.68,0.6355382619974059
147,61.224,62.4,1.8846153846153846
79,60.808,61.68,1.4137483787289236
122,60.568,62.16,2.561132561132561
162,59.528,61.68,3.488975356679637
179,59.44,60.96,2.493438320209974
88,58.728,60.24,2.50996015936255
113,58.632,59.28,1.0931174089068827
39,58.576,59.52,1.586021505376344
176,58.552,60.24,2.802124833997344
93,58.44,60.24,2.9880478087649402
27,58.2,59.52,2.217741935483871
342,58.128,59.76,2.7309236947791167
65,58.064,59.04,1.6531165311653115
141,58.024,58.8,1.3197278911564625
371,57.832,60.0,3.6133333333333333
257,57.784,59.28,2.52361673414305
269,57.728,59.28,2.6180836707152495
130,57.44,58.56,1.9125683060109289
209,57.256,58.8,2.6258503401360542
373,57.144,58.08,1.6115702479338843
194,56.96,58.08,1.9283746556473829
106,56.784,57.84,1.8257261410788381
366,56.744,57.84,1.8948824343015214
365,56.576,57.6,1.7777777777777777
60,56.36,57.6,2.1527777777777777
57,56.224,57.6,2.388888888888889
48,56.216,57.36,1.99442119944212
353,55.936,57.12,2.0728291316526612
343,55.888,57.12,2.156862745098039
193,55.672,56.64,1.7090395480225988
119,55.6,56.4,1.4184397163120568
258,55.064,56.16,1.9515669515669516
144,54.832,55.68,1.5229885057471264
326,54.808,55.92,1.988555078683834
155,54.6,56.16,2.7777777777777777
66,54.416,55.2,1.4202898550724639
169,54.288,55.44,2.0779220779220777
154,54.136,55.44,2.352092352092352
256,53.088,54.0,1.6888888888888889
249,53.064,54.0,1.7333333333333334
238,52.736,53.52,1.4648729446935724
62,52.6,53.52,1.71898355754858
284,52.488,54.48,3.656387665198238
380,52.192,53.28,2.042042042042042
372,52.096,52.8,1.3333333333333333
14,52.056,52.56,0.958904109589041
145,51.704,52.56,1.6286149162861492
314,51.704,53.76,3.824404761904762
255,51.648,52.8,2.1818181818181817
87,51.64,53.76,3.943452380952381
202,51.216,52.32,2.110091743119266
313,50.8,52.32,2.90519877675841
120,50.752,51.84,2.0987654320987654
90,50.6,51.84,2.3919753086419755
345,50.296,51.6,2.5271317829457365
50,50.264,51.84,3.0401234567901234
266,50.184,52.32,4.08256880733945
127,50.16,51.36,2.336448598130841
260,50.024,50.88,1.6823899371069182
317,49.48,50.4,1.8253968253968254
217,49.344,50.64,2.559241706161137
111,49.296,50.64,2.654028436018957
332,49.184,50.16,1.9457735247208932
331,48.816,49.92,2.2115384615384617
328,48.808,50.16,2.6953748006379583
262,48.728,49.92,2.3878205128205128
403,48.648,49.68,2.077294685990338
308,48.424,49.44,2.0550161812297736
161,48.376,50.4,4.015873015873016
153,48.136,49.44,2.6375404530744335
